table_name,column_name,column_description,注释,Annotation,
LC_ExgIndustry,Standard,行业划分标准,行业划分标准（Standard）：与“系统常量表”中的“代码（DM）”关联，令“LB=1081”，得到行业划分的具体标准：1-CSRC行业分类2001版(不更新)，3-中信行业分类2010版(不更新)，5-上交所行业分类(不更新)，6-聚源行业分类(旧)(不更新)，7-SSE-GICS行业分类(不更新)，8-聚源行业分类(不更新)，9-申万行业分类2011版(不更新)，11-中银(BOCI)行业分类(不更新)，12-中证指数行业分类2007版(不更新)，13-中信标普GICS行业分类(不更新)，18-证监会行业分类(中证)(不更新)，19-银华自定义行业分类(不更新)，20-国证行业分类，21-新聚源行业分类(不更新)，22-证监会行业分类2012版，23-证监会行业分类2012版(中证披露)，24-申万行业分类2014版(不更新)，28-中证指数行业分类2016版(不更新)，30-聚源行业分类2016版，32-国民经济行业分类(2017)，37-中信行业2019分类，38-申万行业分类(新)，40-中证指数行业分类(2021版)，42-AMAC行业分类，44-中国上市公司协会行业分类。,"Industry classification standard (Standard): associated with the ""Code (DM)"" in the ""System Constants Table"", setting ""LB=1081"" yields the specific standards for industry classification: 1-CSRC industry classification 2001 version (not updated), 3-CITIC industry classification 2010 version (not updated), 5-SSE industry classification (not updated), 6-Juyuan industry classification (old) (not updated), 7-SSE-GICS industry classification (not updated), 8-Juyuan industry classification (not updated), 9-Shenwan industry classification 2011 version (not updated), 11-CBCI industry classification (not updated), 12-CSI industry classification index 2007 version (not updated), 13-CITIC S&P GICS industry classification (not updated), 18-CSRC industry classification (CSI) (not updated), 19-Yinhua custom industry classification (not updated), 20-Guozheng industry classification, 21-New Juyuan industry classification (not updated), 22-CSRC industry classification 2012 version, 23-CSRC industry classification 2012 version (CSI disclosure), 24-Shenwan industry classification 2014 version (not updated), 28-CSI industry classification index 2016 version (not updated), 30-Juyuan industry classification 2016 version, 32-National Economic Industry Classification (2017), 37-CITIC industry classification 2019, 38-Shenwan industry classification (new), 40-CSI industry classification index (2021 version), 42-AMAC industry classification, 44-China Association for Public Companies industry classification.",
LC_ExgIndustry,Industry,所属行业,所属行业（Industry）：当Standard=1、8、18时，与“行业表”中的“行业编码（IndustryNum）”关联；当Standard=3、5时，与“系统常量表”的“代码（DM）”关联，“LB=1082”；当Standard=6、13时，与“系统常量表”的“代码（DM）”关联，“LB=1460”；当Standard=7时，与“系统常量表”的“代码（DM）”关联，“LB=1294”；当Standard=9时，与“系统常量表”的“代码（DM）”关联，“LB=1465”；当Standard=24时，与“系统常量表”的“代码（DM）”关联，“LB=1804”；当Standard=19、20、30、32、37、38、40、42、44时，与“行业类别表”的“行业内部编码（IndustryNum）”关联；当Standard=11时，与“系统常量表”的“代码（DM）”关联，“LB=1477”；当Standard=12时，与“系统常量表”的“代码（DM）”关联，“LB=1478”；当Standard=21时，与“系统常量表”的“代码（DM）”关联，“LB=1753”；当Standard=22时，与“系统常量表”的“代码（DM）”关联，“LB=1755”；当Standard=23时，与“系统常量表”的“代码（DM）”关联，“LB=1755”；当Standard=28时，与“系统常量表”的“代码（DM）”关联，“LB=1984”。,"Industry: When Standard=1, 8, 18, it is associated with ""IndustryNum"" in the ""Industry Table""; when Standard=3, 5, it is associated with ""DM"" in the ""System Constants Table"", ""LB=1082""; when Standard=6, 13, it is associated with ""DM"" in the ""System Constants Table"", ""LB=1460""; when Standard=7, it is associated with ""DM"" in the ""System Constants Table"", ""LB=1294""; when Standard=9, it is associated with ""DM"" in the ""System Constants Table"", ""LB=1465""; when Standard=24, it is associated with ""DM"" in the ""System Constants Table"", ""LB=1804""; when Standard=19, 20, 30, 32, 37, 38, 40, 42, 44, it is associated with ""IndustryNum"" in the ""Industry Category Table""; when Standard=11, it is associated with ""DM"" in the ""System Constants Table"", ""LB=1477""; when Standard=12, it is associated with ""DM"" in the ""System Constants Table"", ""LB=1478""; when Standard=21, it is associated with ""DM"" in the ""System Constants Table"", ""LB=1753""; when Standard=22, it is associated with ""DM"" in the ""System Constants Table"", ""LB=1755""; when Standard=23, it is associated with ""DM"" in the ""System Constants Table"", ""LB=1755""; when Standard=28, it is associated with ""DM"" in the ""System Constants Table"", ""LB=1984"".",
LC_ExgIndustry,IfPerformed,是否执行,是否执行（IfPerformed），该字段固定以下常量：1-是；2-否,"Whether to execute (IfPerformed), this field is fixed with the following constants: 1-Yes; 2-No.",
LC_ExgIndustry,CancelDate,取消日期,,,
LC_ExgIndustry,XGRQ,修改日期,,,
LC_ExgIndustry,JSID,JSID,,,
LC_ExgIndustry,FirstIndustryCode,对应一级行业代码,,,
LC_ExgIndustry,FirstIndustryName,对应一级行业名称,,,
LC_ExgIndustry,SecondIndustryCode,对应二级行业代码,,,
LC_ExgIndustry,SecondIndustryName,对应二级行业名称,,,
LC_ExgIndustry,ThirdIndustryCode,对应三级行业代码,,,
LC_ExgIndustry,ThirdIndustryName,对应三级行业名称,,,
LC_ExgIndustry,FourthIndustryCode,四级行业代码,,,
LC_ExgIndustry,FourthIndustryName,四级行业名称,,,
LC_ExgIndustry,InsertTime,发布时间,,,
LC_ExgIndChange,ID,ID,,,
LC_ExgIndChange,CompanyCode,公司代码,,,
LC_ExgIndChange,InfoPublDate,信息发布日期,,,
LC_ExgIndChange,InfoSource,信息来源,,,
LC_ExgIndChange,Standard,行业划分标准,,,
LC_ExgIndChange,Industry,所属行业,,,
LC_ExgIndChange,IfExecuted,是否执行,,,
LC_ExgIndChange,CancelDate,取消日期,,,
LC_ExgIndChange,FirstIndustryCode,一级行业代码,,,
LC_ExgIndChange,FirstIndustryName,一级行业名称,,,
LC_ExgIndChange,SecondIndustryCode,二级行业代码,,,
LC_ExgIndChange,SecondIndustryName,二级行业名称,,,
LC_ExgIndChange,ThirdIndustryCode,三级行业代码,,,
LC_ExgIndChange,ThirdIndustryName,三级行业名称,,,
LC_ExgIndChange,FourthIndustryCode,四级行业代码,,,
LC_ExgIndChange,FourthIndustryName,四级行业名称,,,
LC_ExgIndChange,InsertTime,发布时间,,,
LC_ExgIndChange,UpdateTime,修改日期1,,,
LC_ExgIndChange,JSID,JSID,,,
LC_IndustryValuation,ID,ID,,,
LC_IndustryValuation,IndustryNum,行业内部编码,,,
LC_IndustryValuation,TradingDay,交易日,,,
LC_IndustryValuation,StatType,统计类型,统计类型(StatType)，该字段固定以下常量：2-整体法不剔除负值,"StatType, this field is fixed with the following constants: 2 - the overall method does not exclude negative values",
LC_IndustryValuation,SectorCode,统计板块,统计板块(SectorCode)，该字段固定以下常量：5-沪、深及北交所市场,"""SectorCode (statistical sector), this field is fixed with the following constants: 5-Shanghai, Shenzhen and Beijing Stock Exchange markets""",
LC_IndustryValuation,Standard,行业分类标准,"行业分类标准(Standard)与(CT_SystemConst)表中的DM字段关联，令LB = 1081 AND DM IN (24,41)，得到行业分类标准的具体描述：24-申万行业分类2014版，41-申万行业分类2021版。","The industry classification standard (Standard) is associated with the DM field in the (CT_SystemConst) table, with LB = 1081 AND DM IN (24,41), yielding the specific description of the industry classification standard: 24-Shenwan Industry Classification 2014 Edition, 41-Shenwan Industry Classification 2021 Edition.",
LC_IndustryValuation,IndustryCode,行业代码,行业代码（IndustryCode）：当Standard=24时，与“系统常量表”的“代码（DM）”关联，“LB=1804”，得到行业名称；当Standard=41时，与“行业类别表”的“行业代码（IndustryCode）”关联，“Standard=41”，得到行业名称,"Industry Code: When Standard equals 24, it is associated with the ""Code (DM)"" in the ""System Constants Table"", ""LB=1804"" to obtain the industry name; when Standard equals 41, it is associated with the ""Industry Code (IndustryCode)"" in the ""Industry Category Table"", ""Standard=41"" to obtain the industry name.",
LC_IndustryValuation,TotalMV,总市值(元),,,
LC_IndustryValuation,NegotiableMV,A股流通市值(元),,,
LC_IndustryValuation,FreeFloatMV,A股自由流通市值(元),,,
LC_IndustryValuation,PE_TTM,滚动市盈率1,,,
LC_IndustryValuation,PE_LYR,静态市盈率(LYR),,,
LC_IndustryValuation,PB_LF,市净率(LF),,,
LC_IndustryValuation,DividendRatio,滚动股息率(%),,,
LC_IndustryValuation,PCF_TTM,滚动市现率,,,
LC_IndustryValuation,PCF_LYR,静态市现率(LYR),,,
LC_IndustryValuation,PS_TTM,滚动市销率1,,,
LC_IndustryValuation,PS_LYR,静态市销率(LYR),,,
LC_IndustryValuation,InsertTime,发布时间,,,
LC_IndustryValuation,UpdateTime,修改时间,,,
LC_IndustryValuation,JSID,JSID,,,
LC_IndustryValuation,IndustryName,No description available,,,
LC_IndustryValuation,Classification,No description available,,,
LC_IndustryValuation,ListedSecuNum,No description available,,,
LC_IndFinIndicators,ID,ID,,,
LC_IndFinIndicators,IndustryNum,行业内部编码,与(CT_IndustryType)表中的IndustryNum字段关联，令IndustryNum=IndustryNum，得到行业内部编码的具体描述。,"Associate with the IndustryNum field in the (CT_IndustryType) table, set IndustryNum=IndustryNum, to obtain the specific description of the industry internal code.",
LC_IndFinIndicators,IndustryName,行业名称,,,
LC_IndFinIndicators,Classification,行业级别,,,
LC_IndFinIndicators,IndustryCode,行业代码,,,
LC_IndFinIndicators,Standard,行业划分标准,行业划分标准(Standard)与(CT_SystemConst)表中的DM字段关联，令LB = 1081 AND DM IN (41)，得到行业划分标准的具体描述：41-申万行业分类2021版。,"The industry classification standard (Standard) is associated with the DM field in the (CT_SystemConst) table, with LB = 1081 AND DM IN (41), yielding the specific description of the industry classification standard: 41-Shenwan Industry Classification 2021 Edition.",
LC_IndFinIndicators,StatType,统计类型," 
统计类型(StatType)，该字段固定以下常量：1-整体法不剔除负值。","Statistical type (StatType), this field is fixed with the following constants: 1 - the overall method does not exclude negative values.",
LC_IndFinIndicators,SectorCode,统计板块," 
统计板块(SectorCode)，该字段固定以下常量：5-沪、深及北交所市场。","Statistics section (SectorCode), this field is fixed with the following constants: 5-Shanghai, Shenzhen and Beijing Stock Exchange markets.",
LC_IndFinIndicators,InfoPublDate,信息发布日期,,,
LC_IndFinIndicators,EndDate,截止日期,,,
LC_IndFinIndicators,DataMark,数据标志,数据标志(DataMark)，该字段固定以下常量：1-完整财报期，2-最新财报期，9-财报更正。,"DataMark, this field is fixed with the following constants: 1-Complete financial reporting period, 2-Latest financial reporting period, 9-Financial report correction.",
LC_IndFinIndicators,ListedSecuNum,上市证券数量(只),,,
LC_IndFinIndicators,IndOperatingRevenueTTM,行业营业收入TTM(万元),为行业内公司营业收入TTM总值，行业均值可用该值除以上市证券数量。,"For the total value of TTM operating revenue of companies in the industry, the industry average can be obtained by dividing this value by the number of listed securities.",
LC_IndFinIndicators,IndOperatingRevenue,行业营业收入(万元),,,
LC_IndFinIndicators,IndOperatingCost,行业营业成本(万元),,,
LC_IndFinIndicators,IndOperatingProfitTTM,行业营业利润TTM(万元),,,
LC_IndFinIndicators,IndOperatingProfit,行业营业利润(万元),,,
LC_IndFinIndicators,IndNetProfitTTM,行业净利润TTM(万元),,,
LC_IndFinIndicators,IndNetProfit,行业净利润(万元),,,
LC_IndFinIndicators,IndNPCOwnersTTM,行业归属母公司的净利润TTM(万元),为行业内归属母公司的净利润TTM总值，行业均值可用该值除以上市证券数量。,"The total value of net profit attributable to the parent company in the industry TTM, the industry average can be obtained by dividing this value by the number of listed securities.",
LC_IndFinIndicators,IndNPParentComOwners,行业归属母公司的净利润(万元),采用整体法进行计算：（行业内所有公司当期归母净利润总值-其上期归母净利润总值）/其上期归母净利润总值。（若有公司未披露当期或上期归母净利润，则剔除该样本）。,"Calculate using the overall method: (The total value of the net profit attributable to the parent company of all companies in the industry during the current period - the total value of the net profit attributable to the parent company in the previous period) / the total value of the net profit attributable to the parent company in the previous period. (If a company has not disclosed the net profit attributable to the parent company for the current or previous period, exclude that sample.)",
LC_IndFinIndicators,IndNetAssets,行业净资产(万元),,,
LC_IndFinIndicators,IndTotalAssets,行业总资产(万元),,,
LC_IndFinIndicators,IndTotalShares,行业总股本(万股),,,
LC_IndFinIndicators,EPSAvg,每股收益_均值(元),∑(个股归母净利润 /个股期末总股本)/证券数。,The sum of (net profit attributable to shareholders of listed companies / total equity of listed companies at the end of the period) divided by the number of securities.,
LC_IndFinIndicators,ROEAvg,净资产收益率_平均(%),∑归母净利润*2 / ∑（归母股东权益MRQ+期初归母股东权益）。,Sum of net profit attributable to shareholders * 2 / Sum (equity attributable to shareholders MRQ + beginning equity attributable to shareholders).,
LC_IndFinIndicators,ROE,净资产收益率_摊薄(%),∑归母净利润 / ∑归母股东权益MRQ。,Sum of net profit attributable to shareholders / Sum of equity attributable to shareholders MRQ.,
LC_IndFinIndicators,ROETTM,净资产收益率_TTM(%),∑归母净利润TTM / ∑归母股东权益MRQ。,Sum of net profit attributable to shareholders TTM / Sum of equity attributable to shareholders MRQ.,
LC_IndFinIndicators,WROECut,"净资产收益率_扣除,平均(%)",∑扣非归母净利润*2 / ∑（归母股东权益MRQ+期初归母股东权益）。,Sum of non-net profit attributable to shareholders * 2 / Sum (net assets of shareholders MRQ + beginning net assets of shareholders).,
LC_IndFinIndicators,ROECut,"净资产收益率_扣除,摊薄(%)",∑扣非归母净利润 / ∑归母股东权益MRQ。,Sum of non-GAAP net profit attributable to shareholders / Sum of equity attributable to shareholders MRQ.,
LC_IndFinIndicators,ROAAvg,总资产净利率_平均(%),∑净利润*2 / ∑（总资产+期初总资产）。,Total net profit * 2 / Sum (total assets + beginning total assets).,
LC_IndFinIndicators,DilutedROA,总资产净利率_摊薄(%),∑净利润 / ∑期末总资产。,Total net profit / Total total assets at the end of the period.,
LC_IndFinIndicators,ROATTM,总资产净利率_TTM(%),∑净利润TTM / ∑期末总资产。,Sum of net profit TTM / Sum of total assets at the end of the period.,
LC_IndFinIndicators,GrossIncomeRatio,销售毛利率(%),∑毛利润 / ∑营业收入，金融企业不适用。,"Gross profit margin / Total operating revenue, not applicable to financial enterprises.",
LC_IndFinIndicators,GrossIncomeRatioTTM,销售毛利率_TTM(%),∑毛利润TTM / ∑营业收入TTM，金融企业不适用。,"Gross Profit TTM / Operating Revenue TTM, not applicable for financial enterprises.",
LC_IndFinIndicators,NetProfitRatio,销售净利率(%),∑净利润 / ∑营业收入。,Total net profit / Total operating revenue.,
LC_IndFinIndicators,NetProfitRatioTTM,销售净利率_TTM(%),∑净利润TTM / ∑营业收入TTM。,Sum of net profit TTM / Sum of operating revenue TTM.,
LC_IndFinIndicators,NetProfitRatioCut,销售净利率_扣除(%),∑扣非净利润 / ∑营业收入。,Sum of non-net profit / Sum of operating revenue.,
LC_IndFinIndicators,FinExpenseRateTTM,财务费用/营业收入TTM(%),∑财务费用 TTM/ ∑营业收入TTM，金融企业不适用。,"The ratio of total financial expenses TTM to total operating revenue TTM, not applicable to financial enterprises.",
LC_IndFinIndicators,OperatingExpenseRate,销售费用/营业总收入(%),∑销售费用 / ∑营业总收入，金融企业不适用。,"The sum of selling expenses divided by the sum of total operating income, not applicable to financial enterprises.",
LC_IndFinIndicators,OperatExpenseRateTTM,销售费用/营业总收入_TTM(%),∑销售费用TTM / ∑营业总收入TTM，金融企业不适用。,"The ratio of total selling expenses TTM to total operating revenue TTM, not applicable to financial enterprises.",
LC_IndFinIndicators,PeriodCostsRate,销售期间费用率(%),∑销售期间费用 / ∑营业收入，销售期间费用=销售费用+管理费用+财务费用+研发费用，金融企业不适用。,"The ratio of total selling period expenses to total operating revenue, where total selling period expenses equals the sum of selling expenses, administrative expenses, financial expenses, and research and development expenses, not applicable to financial enterprises.",
LC_IndFinIndicators,TOperatingCostToTOR,营业总成本/营业总收入(%),∑营业总成本 / ∑营业总收入，金融企业不适用。,"The sum of total operating costs divided by the sum of total operating revenue, not applicable to financial enterprises.",
LC_IndFinIndicators,ROIC,投入资本回报率(%),∑息税前利润（1-有效税率）2 / ∑（期末全部投入资本+期初全部投入资本），金融企业不适用。,"Pre-tax profit (1 - effective tax rate)^2 / ∑ (total investment at the end of the period + total investment at the beginning of the period), not applicable to financial enterprises.",
LC_IndFinIndicators,CurrentRatio,流动比率(%),∑流动资产 / ∑流动负债，金融企业不适用。,"The ratio of total current assets to total current liabilities, not applicable to financial enterprises.",
LC_IndFinIndicators,QuickRatio,速动比率(%),∑(流动资产-存货)/∑利息费用，金融企业不适用,"The sum of (current assets - inventory) divided by the sum of interest expenses, not applicable to financial enterprises.",
LC_IndFinIndicators,InterestCover,利息保障倍数(倍),∑息税前利润 / ∑利息费用，金融企业不适用,"Pre-tax profit / Interest expenses, not applicable to financial enterprises.",
LC_IndFinIndicators,NOCFInterestCover,经营现金流利息保障倍数(倍),∑经营活动产生的现金流量净额 / ∑利息费用，金融企业不适用,"Net cash flow generated by operating activities / Total interest expenses, not applicable to financial enterprises",
LC_IndFinIndicators,NPParentCompanyYOY,归属母公司股东的净利润同比增长(%),（∑归母净利润-∑上年同期归母净利润） /|∑上年同期归母净利润|,(Σ net profit attributable to shareholders of the parent company - Σ net profit attributable to shareholders of the parent company in the same period of the previous year) / |Σ net profit attributable to shareholders of the parent company in the same period of the previous year|,
LC_IndFinIndicators,GrossProfitYOY,毛利润同比增长率(%),（∑毛利润-∑上年同期毛利润） // |∑上年同期毛利润|，金融企业不适用,"(Σ gross profit - Σ gross profit of the same period last year) // |Σ gross profit of the same period last year|, not applicable to financial enterprises",
LC_IndFinIndicators,InventoryTRate,存货周转率(次),∑营业成本*2 / ∑（存货+期初存货），金融企业不适用,"The sum of operating costs multiplied by 2 divided by the sum of (inventory + beginning inventory), not applicable to financial enterprises.",
LC_IndFinIndicators,InventoryTDays,存货周转天数(天),周期天数 / 存货周转率，存货周转率=∑营业成本*2 / ∑（存货+期初存货），金融企业不适用,"Number of days in period / Inventory turnover rate, Inventory turnover rate = ∑Operating cost * 2 / ∑(Inventory + Beginning inventory), Not applicable for financial enterprises",
LC_IndFinIndicators,ARTRate,应收账款周转率(次),∑营业收入*2 / ∑（应收账款+期初应收账款），金融企业不适用,"The sum of operating revenue multiplied by 2 divided by the sum of accounts receivable plus initial accounts receivable, not applicable to financial enterprises.",
LC_IndFinIndicators,ARTDays,应收账款周转天数(天),周期天数 / 应收账款周转率，应收账款周转率=∑营业收入*2 / ∑（应收账款+期初应收账款），金融企业不适用,"Number of days in the period / Accounts Receivable Turnover Rate, Accounts Receivable Turnover Rate = ∑Operating Revenue * 2 / ∑(Accounts Receivable + Beginning Accounts Receivable), not applicable to financial enterprises.",
LC_IndFinIndicators,ReceivableTRate,应收款项周转率(次),∑营业收入*2 / ∑（应收款项+期初应收款项），应收款项=应收账款及应收票据+其他应收款合计+应收款项融资，金融企业不适用,"Total operating revenue * 2 / Total (accounts receivable + beginning accounts receivable), accounts receivable = accounts receivable and bills receivable + other receivables + accounts receivable financing, not applicable to financial enterprises.",
LC_IndFinIndicators,TotalAssetTRate,总资产周转率(次),∑营业总收入*2 / ∑（总资产+期初总资产），金融企业用营业收入,"Total operating revenue * 2 / Sum (total assets + beginning total assets), financial enterprises use business revenue",
LC_IndFinIndicators,NetOperCFToToOperReve,经营现金净流量/营业总收入(%),∑经营现金净流量 / ∑营业总收入，金融企业用营业收入,"Net operating cash flow / Total operating revenue, financial enterprises use business revenue",
